variety_id,variety_slug,category,companion_name,relationship,reason
817,kirby-cucumber,cucumber,Bean,beneficial,Fixes nitrogen in soil for cucumber growth and provides natural trellis support
817,kirby-cucumber,cucumber,Corn,beneficial,Provides natural support structure and windbreak for climbing cucumber vines
817,kirby-cucumber,cucumber,Sunflower,beneficial,Attracts beneficial insects and provides shade during hot summer afternoons
817,kirby-cucumber,cucumber,Dill,beneficial,Attracts beneficial insects like parasitic wasps that control cucumber pests
817,kirby-cucumber,cucumber,Lettuce,beneficial,"Acts as living mulch, conserving soil moisture that cucumbers require"
817,kirby-cucumber,cucumber,Aromatic Herbs,harmful,Strong scented herbs like sage can stunt cucumber growth and affect flavor
817,kirby-cucumber,cucumber,Potato,harmful,Competes for nutrients and increases risk of blight diseases spreading to cucumbers
817,kirby-cucumber,cucumber,Melon,harmful,"Shares same pests and diseases, increasing concentration of cucumber beetles and powdery mildew"
818,english-telegraph,cucumber,Basil,beneficial,"Repels aphids, whiteflies, and cucumber beetles while improving cucumber flavor"
818,english-telegraph,cucumber,Radishes,beneficial,"Deter cucumber beetles and squash bugs, break up soil for cucumber roots"
818,english-telegraph,cucumber,Marigolds,beneficial,"Repel nematodes, aphids, and cucumber beetles with their strong scent"
818,english-telegraph,cucumber,Nasturtiums,beneficial,"Act as trap crops for cucumber beetles and aphids, climbing varieties provide ground cover"
818,english-telegraph,cucumber,Beans,beneficial,"Fix nitrogen in soil for cucumber growth, provide natural trellising structure"
818,english-telegraph,cucumber,Dill,beneficial,"Attracts beneficial insects that prey on cucumber pests, improves pollination"
818,english-telegraph,cucumber,Lettuce,beneficial,"Provides living mulch, conserves soil moisture, and utilizes space efficiently"
818,english-telegraph,cucumber,Sunflowers,beneficial,Provide natural trellising support and attract pollinators for better fruit set
818,english-telegraph,cucumber,Aromatic Herbs,harmful,Strong herbs like sage and rosemary can stunt cucumber growth through allelopathic compounds
818,english-telegraph,cucumber,Melons,harmful,"Compete for similar nutrients and space, share common pests and diseases"
819,mexican-sour-gherkin,cucumber,Radishes,beneficial,Repel cucumber beetles and squash bugs while improving soil structure
819,mexican-sour-gherkin,cucumber,Marigolds,beneficial,"Deter nematodes, aphids, and cucumber beetles with their strong scent"
819,mexican-sour-gherkin,cucumber,Nasturtiums,beneficial,Act as trap crop for cucumber beetles and aphids while repelling squash bugs
819,mexican-sour-gherkin,cucumber,Beans,beneficial,Fix nitrogen in soil and provide natural trellis support for climbing gherkins
819,mexican-sour-gherkin,cucumber,Corn,beneficial,Provides natural support structure and wind protection for climbing vines
819,mexican-sour-gherkin,cucumber,Dill,beneficial,Attracts beneficial insects like lacewings and parasitic wasps that control pests
819,mexican-sour-gherkin,cucumber,Lettuce,beneficial,Grows in shade of gherkin vines and helps conserve soil moisture
819,mexican-sour-gherkin,cucumber,Catnip,beneficial,"Repels cucumber beetles, ants, and flea beetles more effectively than DEET"
819,mexican-sour-gherkin,cucumber,Sage,harmful,Inhibits growth of cucumbers through allelopathic compounds
819,mexican-sour-gherkin,cucumber,Aromatic herbs,harmful,Strong essential oils from herbs like rosemary can stunt cucumber family growth
819,mexican-sour-gherkin,cucumber,Potatoes,harmful,Compete for nutrients and may increase susceptibility to blight diseases
820,salad-bush,cucumber,Radishes,beneficial,Repel cucumber beetles and squash bugs while improving soil structure
820,salad-bush,cucumber,Marigolds,beneficial,"Deter cucumber beetles, aphids, and nematodes with natural compounds"
820,salad-bush,cucumber,Nasturtiums,beneficial,Act as trap crop for cucumber beetles and aphids while repelling squash bugs
820,salad-bush,cucumber,Beans,beneficial,Fix nitrogen in soil and provide natural trellis support for climbing varieties
820,salad-bush,cucumber,Corn,beneficial,Provides natural shade and wind protection while serving as living trellis
820,salad-bush,cucumber,Lettuce,beneficial,Utilizes space efficiently as ground cover and benefits from cucumber's shade
820,salad-bush,cucumber,Dill,beneficial,Attracts beneficial insects like predatory wasps that control cucumber pests
820,salad-bush,cucumber,Sunflowers,beneficial,Provide natural shade and attract pollinators while deterring some pests
820,salad-bush,cucumber,Aromatic Herbs,beneficial,"Mint, oregano, and chives repel ants, aphids, and cucumber beetles"
820,salad-bush,cucumber,Sage,harmful,Inhibits growth of cucumbers through allelopathic compounds
820,salad-bush,cucumber,Potatoes,harmful,"Compete for nutrients and space, may increase disease susceptibility"
820,salad-bush,cucumber,Melons,harmful,"Share similar pests and diseases, creating concentrated pest problems"
821,chicago-pickling,cucumber,Basil,beneficial,"Repels aphids, spider mites, and thrips while potentially improving cucumber flavor"
821,chicago-pickling,cucumber,Radishes,beneficial,"Repels cucumber beetles and squash bugs, acts as a trap crop"
821,chicago-pickling,cucumber,Marigolds,beneficial,"Deters cucumber beetles, aphids, and nematodes with natural compounds"
821,chicago-pickling,cucumber,Nasturtiums,beneficial,"Acts as trap crop for cucumber beetles and aphids, repels squash bugs"
821,chicago-pickling,cucumber,Beans,beneficial,Fix nitrogen in soil and provide beneficial ground cover without competing
821,chicago-pickling,cucumber,Corn,beneficial,Provides natural trellis support and shade during hot afternoons
821,chicago-pickling,cucumber,Sunflowers,beneficial,Attract beneficial insects and provide afternoon shade for cucumber vines
821,chicago-pickling,cucumber,Dill,beneficial,Attracts beneficial insects that prey on cucumber pests like aphids
821,chicago-pickling,cucumber,Aromatic Herbs,harmful,"Strong scents from sage, rosemary can inhibit cucumber growth and germination"
821,chicago-pickling,cucumber,Potatoes,harmful,"Compete for similar nutrients and space, may harbor diseases harmful to cucumbers"
821,chicago-pickling,cucumber,Melons,harmful,Attract same pests like cucumber beetles and compete for water and nutrients
1085,black-beauty,rose,Lavender,beneficial,"Repels aphids, spider mites, and other rose pests while attracting beneficial pollinators"
1085,black-beauty,rose,Marigolds,beneficial,"Deters nematodes, aphids, and whiteflies with natural compounds"
1085,black-beauty,rose,Garlic,beneficial,"Repels aphids, spider mites, and Japanese beetles while improving soil health"
1085,black-beauty,rose,Chives,beneficial,Prevents black spot and aphid infestations through natural sulfur compounds
1085,black-beauty,rose,Catmint,beneficial,"Deters ants, aphids, and rodents while attracting beneficial insects"
1085,black-beauty,rose,Alyssum,beneficial,Attracts predatory insects that control aphids and other rose pests
1085,black-beauty,rose,Clematis,beneficial,Provides complementary root depth and attracts pollinators without competing for nutrients
1085,black-beauty,rose,Parsley,beneficial,Attracts beneficial insects like hoverflies that prey on aphids
1085,black-beauty,rose,Black Walnut,harmful,Releases juglone toxin that inhibits rose growth and causes yellowing
1085,black-beauty,rose,Large Trees,harmful,Competes for nutrients and water while creating excessive shade that promotes fungal diseases
1085,black-beauty,rose,Brassicas,harmful,Heavy feeders that deplete soil nutrients needed by roses
1298,little-leaf-cucumber,cucumber,Basil,beneficial,"Repels aphids, spider mites, and thrips while potentially improving cucumber flavor"
1298,little-leaf-cucumber,cucumber,Marigold,beneficial,"Deters cucumber beetles, aphids, and nematodes with natural compounds"
1298,little-leaf-cucumber,cucumber,Nasturtium,beneficial,Acts as trap crop for cucumber beetles and squash bugs while repelling aphids
1298,little-leaf-cucumber,cucumber,Radish,beneficial,"Repels cucumber beetles and squash vine borers, breaks up soil for cucumber roots"
1298,little-leaf-cucumber,cucumber,Bean,beneficial,Fixes nitrogen in soil benefiting heavy-feeding cucumbers
1298,little-leaf-cucumber,cucumber,Corn,beneficial,Provides natural trellis support and creates beneficial microclimate
1298,little-leaf-cucumber,cucumber,Dill,beneficial,Attracts beneficial insects like parasitic wasps that control cucumber pests
1298,little-leaf-cucumber,cucumber,Lettuce,beneficial,Provides ground cover to retain soil moisture and suppress weeds
1298,little-leaf-cucumber,cucumber,Aromatic Herbs,harmful,Strong-scented herbs like sage can inhibit cucumber growth and germination
1298,little-leaf-cucumber,cucumber,Potato,harmful,Competes for nutrients and may increase disease susceptibility
1298,little-leaf-cucumber,cucumber,Fennel,harmful,Releases allelopathic compounds that inhibit cucumber growth and development
1305,piccolo-grape-tomato,tomato,Basil,beneficial,"Repels aphids, thrips, and hornworms while potentially improving tomato flavor"
1305,piccolo-grape-tomato,tomato,Marigolds,beneficial,"Deters nematodes, whiteflies, and other harmful insects with strong scent"
1305,piccolo-grape-tomato,tomato,Carrots,beneficial,Loosens soil for tomato roots and doesn't compete for nutrients
1305,piccolo-grape-tomato,tomato,Parsley,beneficial,Attracts beneficial insects like hoverflies and parasitic wasps
1305,piccolo-grape-tomato,tomato,Nasturtiums,beneficial,Acts as trap crop for aphids and cucumber beetles
1305,piccolo-grape-tomato,tomato,Chives,beneficial,Repels aphids and may help prevent fungal diseases
1305,piccolo-grape-tomato,tomato,Lettuce,beneficial,Provides ground cover to retain moisture and doesn't compete for space
1305,piccolo-grape-tomato,tomato,Borage,beneficial,Attracts pollinators and may deter hornworms and cabbage worms
1305,piccolo-grape-tomato,tomato,Black Walnut,harmful,Produces juglone toxin that causes tomato wilt and stunted growth
1305,piccolo-grape-tomato,tomato,Fennel,harmful,Inhibits tomato growth through allelopathic compounds
1305,piccolo-grape-tomato,tomato,Brassicas,harmful,Compete for nutrients and may stunt tomato growth when planted nearby
1450,provider,bean,Corn,beneficial,"Provides natural support structure for climbing beans, classic Three Sisters companion"
1450,provider,bean,Squash,beneficial,"Ground cover suppresses weeds, retains soil moisture, completes Three Sisters planting"
1450,provider,bean,Marigolds,beneficial,Repels Mexican bean beetles and aphids with strong scent
1450,provider,bean,Nasturtiums,beneficial,"Acts as trap crop for aphids and cucumber beetles, repels bean beetles"
1450,provider,bean,Carrots,beneficial,"Beans improve soil nitrogen for carrots, carrots help break up soil for bean roots"
1450,provider,bean,Radishes,beneficial,Quick-growing radishes break up soil and are harvested before beans need full space
1450,provider,bean,Lettuce,beneficial,"Benefits from nitrogen fixed by beans, provides living mulch"
1450,provider,bean,Rosemary,beneficial,Repels bean beetles and Mexican bean beetles with aromatic oils
1450,provider,bean,Onions,harmful,Can inhibit bean growth and nitrogen fixation through root compounds
1450,provider,bean,Garlic,harmful,Allelopathic compounds can stunt bean growth and reduce yields
1450,provider,bean,Fennel,harmful,Strong allelopathic effects inhibit bean germination and growth
1451,maxibel,bean,Marigold,beneficial,Repels Mexican bean beetles and other harmful insects
1451,maxibel,bean,Nasturtium,beneficial,Acts as trap crop for aphids and cucumber beetles
1451,maxibel,bean,Basil,beneficial,Repels aphids and thrips while potentially improving bean flavor
1451,maxibel,bean,Carrots,beneficial,"Bean roots fix nitrogen for carrots, while carrots don't compete for space"
1451,maxibel,bean,Corn,beneficial,Provides natural trellis for climbing beans in three sisters planting
1451,maxibel,bean,Summer Squash,beneficial,"Ground cover reduces weeds, completes three sisters companion group"
1451,maxibel,bean,Catnip,beneficial,Deters flea beetles and ants that can damage bean plants
1451,maxibel,bean,Radishes,beneficial,Break up soil for bean roots and mature quickly without competition
1451,maxibel,bean,Onions,harmful,Can inhibit bean growth and nitrogen fixation by root bacteria
1451,maxibel,bean,Garlic,harmful,Allelopathic compounds may stunt bean growth and development
1451,maxibel,bean,Sunflowers,harmful,Compete heavily for nutrients and can shade out bean plants
1452,fortex,bean,Marigold,beneficial,"Repels Mexican bean beetles, aphids, and nematodes while attracting beneficial insects"
1452,fortex,bean,Nasturtium,beneficial,"Acts as trap crop for aphids and cucumber beetles, repels bean beetles"
1452,fortex,bean,Carrots,beneficial,Loosens soil for bean roots and doesn't compete for nutrients
1452,fortex,bean,Corn,beneficial,Provides natural trellis support for climbing beans in three sisters planting
1452,fortex,bean,Squash,beneficial,"Ground cover reduces weeds and retains moisture, completes three sisters guild"
1452,fortex,bean,Rosemary,beneficial,Repels Mexican bean beetles and carrot flies with strong aromatic compounds
1452,fortex,bean,Cucumber,beneficial,Compatible growth habits and helps deter bean beetles through companion diversity
1452,fortex,bean,Radishes,beneficial,"Quick-growing, breaks up soil, and deters cucumber beetles"
1452,fortex,bean,Onions,harmful,Inhibits bean growth and nitrogen fixation through allelopathic root compounds
1452,fortex,bean,Fennel,harmful,Allelopathic properties inhibit growth and development of most garden plants
1452,fortex,bean,Sunflowers,harmful,"Competes heavily for nutrients and water, may release growth-inhibiting chemicals"
1453,fordhook-242,bean,Marigold,beneficial,"Repels bean beetles, aphids, and nematodes while attracting beneficial insects"
1453,fordhook-242,bean,Nasturtium,beneficial,"Acts as trap crop for aphids and cucumber beetles, deters bean beetles"
1453,fordhook-242,bean,Corn,beneficial,Provides natural support structure for climbing beans in three sisters planting
1453,fordhook-242,bean,Squash,beneficial,Ground cover suppresses weeds and retains soil moisture for beans
1453,fordhook-242,bean,Carrots,beneficial,"Beans fix nitrogen in soil which carrots utilize, carrots loosen soil for bean roots"
1453,fordhook-242,bean,Cucumber,beneficial,Both benefit from similar growing conditions and beans provide nitrogen
1453,fordhook-242,bean,Summer Savory,beneficial,"Repels bean beetles and aphids, may improve bean flavor and growth"
1453,fordhook-242,bean,Radish,beneficial,Quick-growing radishes break up soil for bean roots and deter bean fly
1453,fordhook-242,bean,Onion,harmful,Stunts bean growth and development through root competition and allelopathic compounds
1453,fordhook-242,bean,Garlic,harmful,Inhibits bean germination and growth through sulfur compounds in soil
1453,fordhook-242,bean,Fennel,harmful,Releases allelopathic chemicals that inhibit bean growth and nitrogen fixation
1458,jade,bean,Marigold,beneficial,"Repels bean beetles, aphids, and nematodes while attracting beneficial insects"
1458,jade,bean,Basil,beneficial,"Repels aphids, spider mites, and thrips that commonly attack bean plants"
1458,jade,bean,Corn,beneficial,Provides natural support structure for climbing beans in Three Sisters planting
1458,jade,bean,Squash,beneficial,"Large leaves provide ground cover, retain moisture, and suppress weeds around bean plants"
1458,jade,bean,Carrots,beneficial,Deep roots don't compete with beans and help break up soil for better root development
1458,jade,bean,Nasturtium,beneficial,Acts as trap crop for aphids and cucumber beetles while improving soil nitrogen
1458,jade,bean,Radish,beneficial,Quick-growing crop that loosens soil and can be harvested before beans need full space
1458,jade,bean,Summer Savory,beneficial,Repels bean weevils and may improve bean flavor when planted nearby
1458,jade,bean,Onions,harmful,Can inhibit bean growth and nitrogen fixation through root secretions
1458,jade,bean,Fennel,harmful,Releases allelopathic compounds that stunt growth of beans and most garden plants
1458,jade,bean,Garlic,harmful,Strong sulfur compounds can interfere with bean root development and nitrogen fixation
1460,tavera,bean,Marigold,beneficial,"Repels bean beetles, aphids, and nematodes while attracting beneficial insects"
1460,tavera,bean,Basil,beneficial,"Deters aphids and spider mites, may improve bean flavor and growth"
1460,tavera,bean,Corn,beneficial,Provides natural trellis support for climbing beans in Three Sisters planting
1460,tavera,bean,Carrots,beneficial,"Beans fix nitrogen which carrots need, carrots don't compete for space"
1460,tavera,bean,Cucumber,beneficial,"Similar water and nutrient needs, beans provide nitrogen for cucumbers"
1460,tavera,bean,Nasturtium,beneficial,"Acts as trap crop for aphids and cucumber beetles, repels bean beetles"
1460,tavera,bean,Summer Savory,beneficial,"Improves bean flavor and growth, repels bean weevils and aphids"
1460,tavera,bean,Catnip,beneficial,Strongly repels bean weevils and other bean pests
1460,tavera,bean,Onion,harmful,Inhibits bean growth and nitrogen fixation through root secretions
1460,tavera,bean,Garlic,harmful,Stunts bean growth and interferes with beneficial rhizobia bacteria
1460,tavera,bean,Fennel,harmful,Allelopathic compounds inhibit bean germination and growth
1460,tavera,bean,Sunflower,harmful,"Competes heavily for nutrients and water, may release growth inhibitors"
1465,rocdor,bean,Marigold,beneficial,Repels Mexican bean beetles and aphids while attracting beneficial insects
1465,rocdor,bean,Nasturtium,beneficial,"Acts as trap crop for aphids and cucumber beetles, deters bean beetles"
1465,rocdor,bean,Corn,beneficial,Provides natural trellis for climbing beans in Three Sisters companion planting
1465,rocdor,bean,Squash,beneficial,"Ground cover reduces weeds, retains soil moisture in Three Sisters method"
1465,rocdor,bean,Carrots,beneficial,"Beans fix nitrogen that carrots utilize, carrots don't compete for space"
1465,rocdor,bean,Cucumber,beneficial,Both benefit from similar growing conditions and bean's nitrogen fixation
1465,rocdor,bean,Radish,beneficial,"Quick harvest leaves space for beans, may deter bean beetles"
1465,rocdor,bean,Summer Savory,beneficial,"Repels bean beetles and aphids, may enhance bean flavor"
1465,rocdor,bean,Onion,harmful,Inhibits bean growth and nitrogen fixation through root secretions
1465,rocdor,bean,Garlic,harmful,Stunts bean growth and interferes with beneficial root bacteria
1465,rocdor,bean,Sunflower,harmful,Allelopathic compounds inhibit bean germination and growth
1473,northeaster,bean,Marigolds,beneficial,"Repel bean beetles, aphids, and nematodes while attracting beneficial insects"
1473,northeaster,bean,Carrots,beneficial,Help break up soil for bean roots and don't compete for nutrients
1473,northeaster,bean,Corn,beneficial,Provides natural trellis support for climbing beans in three sisters planting
1473,northeaster,bean,Squash,beneficial,"Ground cover suppresses weeds and retains moisture, completes three sisters guild"
1473,northeaster,bean,Nasturtiums,beneficial,"Act as trap crop for aphids and cucumber beetles, attract predatory insects"
1473,northeaster,bean,Summer Savory,beneficial,"Repels bean beetles and aphids, may improve bean flavor when planted nearby"
1473,northeaster,bean,Radishes,beneficial,Break up compacted soil and mature quickly without competing for space
1473,northeaster,bean,Catnip,beneficial,"Deters bean beetles, aphids, and ants through strong aromatic compounds"
1473,northeaster,bean,Onions,harmful,Can inhibit bean growth and nitrogen fixation through allelopathic compounds
1473,northeaster,bean,Garlic,harmful,May stunt bean growth and interfere with beneficial rhizobia bacteria
1473,northeaster,bean,Sunflowers,harmful,"Compete heavily for nutrients and water, can shade out bean plants"
1485,ruby-red-or-rhubarb-chard,brassica,Lettuce,beneficial,"Shallow roots don't compete, provides living mulch and maximizes space usage"
1485,ruby-red-or-rhubarb-chard,brassica,Onions,beneficial,"Repel aphids, flea beetles, and other pests that commonly attack chard"
1485,ruby-red-or-rhubarb-chard,brassica,Garlic,beneficial,"Natural pest deterrent, repels aphids and reduces fungal diseases"
1485,ruby-red-or-rhubarb-chard,brassica,Carrots,beneficial,Deep taproot breaks up soil while chard's shallow roots don't compete
1485,ruby-red-or-rhubarb-chard,brassica,Radishes,beneficial,"Quick-growing, helps break up soil and can be harvested before chard needs full space"
1485,ruby-red-or-rhubarb-chard,brassica,Spinach,beneficial,"Similar growing requirements and compatible root systems, good succession planting"
1485,ruby-red-or-rhubarb-chard,brassica,Marigolds,beneficial,"Repel aphids, whiteflies, and nematodes while attracting beneficial insects"
1485,ruby-red-or-rhubarb-chard,brassica,Nasturtiums,beneficial,"Act as trap crop for aphids and flea beetles, drawing pests away from chard"
1485,ruby-red-or-rhubarb-chard,brassica,Pole Beans,harmful,Can shade chard excessively and compete for nutrients in the root zone
1485,ruby-red-or-rhubarb-chard,brassica,Corn,harmful,"Creates too much shade and competes heavily for nutrients, stunting chard growth"
1485,ruby-red-or-rhubarb-chard,brassica,Fennel,harmful,Allelopathic properties inhibit growth of most garden plants including chard
1489,toma-verde,tomato,Basil,beneficial,"Repels aphids, whiteflies, and hornworms while potentially improving tomato flavor"
1489,toma-verde,tomato,Marigold,beneficial,"Deters nematodes, aphids, and whiteflies with natural compounds"
1489,toma-verde,tomato,Carrots,beneficial,Loosens soil for tomato roots and doesn't compete for nutrients
1489,toma-verde,tomato,Parsley,beneficial,Attracts beneficial insects like hoverflies that prey on tomato pests
1489,toma-verde,tomato,Nasturtiums,beneficial,Acts as trap crop for aphids and cucumber beetles
1489,toma-verde,tomato,Chives,beneficial,Repels aphids and may improve tomato growth and flavor
1489,toma-verde,tomato,Lettuce,beneficial,Provides ground cover and utilizes space efficiently without root competition
1489,toma-verde,tomato,Borage,beneficial,"Repels hornworms and attracts pollinators, may enhance tomato flavor"
1489,toma-verde,tomato,Black Walnut,harmful,Releases juglone toxin that causes tomato wilt and stunted growth
1489,toma-verde,tomato,Fennel,harmful,Inhibits tomato growth through allelopathic compounds
1489,toma-verde,tomato,Corn,harmful,"Both attract corn earworms/tomato fruitworms, increasing pest pressure"
1489,toma-verde,tomato,Brassicas,harmful,Compete for similar nutrients and may stunt tomato growth when planted nearby
1672,de-milpa,tomato,Basil,beneficial,"Repels aphids, whiteflies, and hornworms while potentially improving tomato flavor"
1672,de-milpa,tomato,Marigold,beneficial,"Deters nematodes, aphids, and whiteflies with natural pest-repelling compounds"
1672,de-milpa,tomato,Carrots,beneficial,Loosens soil for better tomato root growth and doesn't compete for nutrients
1672,de-milpa,tomato,Parsley,beneficial,Attracts beneficial insects like hoverflies and parasitic wasps that control pests
1672,de-milpa,tomato,Nasturtiums,beneficial,"Acts as trap crop for aphids and cucumber beetles, drawing them away from tomatoes"
1672,de-milpa,tomato,Chives,beneficial,Repels aphids and may improve tomato growth and flavor through root interactions
1672,de-milpa,tomato,Lettuce,beneficial,"Provides living mulch, conserves soil moisture, and doesn't compete with deep tomato roots"
1672,de-milpa,tomato,Borage,beneficial,Attracts pollinators and beneficial insects while reportedly improving tomato flavor
1672,de-milpa,tomato,Black Walnut,harmful,Releases juglone toxin that causes wilting and stunted growth in tomatoes
1672,de-milpa,tomato,Fennel,harmful,Inhibits tomato growth through allelopathic compounds released from roots and leaves
1672,de-milpa,tomato,Brassicas,harmful,Compete heavily for nutrients and may stunt tomato growth when planted too close
1672,de-milpa,tomato,Corn,harmful,"Both attract corn earworm/tomato fruitworm, increasing pest pressure for both crops"
1679,marvel-of-venice,bean,Marigold,beneficial,"Repels bean beetles, aphids, and nematodes while attracting beneficial insects"
1679,marvel-of-venice,bean,Basil,beneficial,"Repels aphids, spider mites, and thrips while potentially improving bean flavor"
1679,marvel-of-venice,bean,Corn,beneficial,Provides natural support structure for climbing beans in three sisters planting
1679,marvel-of-venice,bean,Summer Squash,beneficial,Ground cover reduces weeds and retains soil moisture for bean roots
1679,marvel-of-venice,bean,Carrots,beneficial,"Beans fix nitrogen in soil which carrots utilize, while carrots don't compete for space"
1679,marvel-of-venice,bean,Nasturtium,beneficial,"Acts as trap crop for aphids and cucumber beetles, protecting bean plants"
1679,marvel-of-venice,bean,Radishes,beneficial,Break up compacted soil and mature quickly without competing with bean growth
1679,marvel-of-venice,bean,Rosemary,beneficial,Repels bean beetles and Mexican bean beetles with strong aromatic compounds
1679,marvel-of-venice,bean,Onions,harmful,Stunts bean growth through allelopathic compounds and root competition
1679,marvel-of-venice,bean,Garlic,harmful,Inhibits bean germination and growth through sulfur compounds in soil
1679,marvel-of-venice,bean,Sunflowers,harmful,Allelopathic effects inhibit bean growth and tall structure creates excessive shade
1688,tohya,bean,Marigold,beneficial,"Repels Mexican bean beetles, aphids, and nematodes while attracting beneficial insects"
1688,tohya,bean,Nasturtium,beneficial,"Acts as trap crop for aphids and cucumber beetles, repels bean beetles"
1688,tohya,bean,Carrots,beneficial,Loosens soil for bean roots and doesn't compete for nutrients
1688,tohya,bean,Cucumber,beneficial,"Beans fix nitrogen that cucumbers need, while cucumbers provide ground cover"
1688,tohya,bean,Corn,beneficial,Provides natural trellis for climbing beans in three sisters planting method
1688,tohya,bean,Summer Squash,beneficial,Large leaves suppress weeds and retain soil moisture for bean plants
1688,tohya,bean,Radishes,beneficial,Break up compacted soil and mature quickly without competing for space
1688,tohya,bean,Rosemary,beneficial,Repels bean beetles and Mexican bean beetles with its strong scent
1688,tohya,bean,Onions,harmful,Can inhibit bean growth and nitrogen fixation through root secretions
1688,tohya,bean,Sunflowers,harmful,Allelopathic effects can stunt bean growth and development
1688,tohya,bean,Fennel,harmful,Inhibits growth of beans through allelopathic compounds released by roots
1690,velour,bean,Marigold,beneficial,"Repels bean beetles, aphids, and nematodes while attracting beneficial insects"
1690,velour,bean,Carrots,beneficial,Loosen soil for bean roots and don't compete for nitrogen since beans fix their own
1690,velour,bean,Corn,beneficial,Provides natural support structure for climbing beans in Three Sisters planting
1690,velour,bean,Nasturtiums,beneficial,Act as trap crop for aphids and cucumber beetles while repelling bean beetles
1690,velour,bean,Summer Savory,beneficial,"Repels bean beetles and aphids, may improve bean flavor and growth"
1690,velour,bean,Radishes,beneficial,Break up compacted soil and mature quickly without competing for space
1690,velour,bean,Cucumber,beneficial,Both benefit from similar growing conditions and beans provide nitrogen cucumbers need
1690,velour,bean,Catnip,beneficial,"Repels aphids, ants, and flea beetles that commonly attack beans"
1690,velour,bean,Onions,harmful,Can inhibit bean growth and nitrogen fixation through root secretions
1690,velour,bean,Garlic,harmful,Stunts bean growth and interferes with beneficial rhizobia bacteria
1690,velour,bean,Sunflowers,harmful,"Compete heavily for nutrients and water, can shade beans and reduce yields"
1694,red-noodle,bean,Marigolds,beneficial,"Repel aphids, whiteflies, and nematodes while attracting beneficial insects"
1694,red-noodle,bean,Basil,beneficial,"Deters aphids, spider mites, and thrips while potentially improving bean flavor"
1694,red-noodle,bean,Carrots,beneficial,Improve soil structure and don't compete for nutrients with beans
1694,red-noodle,bean,Lettuce,beneficial,Benefits from bean's nitrogen fixation and provides ground cover to retain soil moisture
1694,red-noodle,bean,Radishes,beneficial,Break up compacted soil and mature quickly without competing for space
1694,red-noodle,bean,Nasturtiums,beneficial,Act as trap crops for aphids and cucumber beetles while repelling bean beetles
1694,red-noodle,bean,Summer Savory,beneficial,Repels bean beetles and aphids while potentially improving bean growth
1694,red-noodle,bean,Corn,beneficial,Provides natural trellis support for climbing beans in three sisters planting
1694,red-noodle,bean,Onions,harmful,Can inhibit bean growth and nitrogen fixation through root secretions
1694,red-noodle,bean,Garlic,harmful,Releases compounds that can stunt bean growth and reduce yield
1694,red-noodle,bean,Fennel,harmful,Produces allelopathic compounds that inhibit growth of most garden plants including beans
1714,amethyst,bean,Marigold,beneficial,"Repels bean beetles, aphids, and nematodes while attracting beneficial insects"
1714,amethyst,bean,Basil,beneficial,"Repels aphids, spider mites, and thrips that commonly attack beans"
1714,amethyst,bean,Carrots,beneficial,Loosens soil for bean roots and doesn't compete for nutrients
1714,amethyst,bean,Corn,beneficial,Provides natural support structure for climbing beans to grow on
1714,amethyst,bean,Squash,beneficial,Ground cover that conserves soil moisture and suppresses weeds
1714,amethyst,bean,Nasturtiums,beneficial,Acts as trap crop for aphids and cucumber beetles while deterring bean beetles
1714,amethyst,bean,Radishes,beneficial,Fast-growing companion that breaks up soil and deters bean root fly
1714,amethyst,bean,Summer Savory,beneficial,Improves bean flavor and repels bean beetles and aphids
1714,amethyst,bean,Onions,harmful,Inhibits bean growth and nitrogen fixation through root secretions
1714,amethyst,bean,Garlic,harmful,Stunts bean growth and interferes with beneficial soil bacteria
1714,amethyst,bean,Sunflowers,harmful,Allelopathic compounds inhibit bean germination and growth
1725,monte-gusto,bean,Garlic,harmful,May stunt bean growth and reduce yields
1725,monte-gusto,bean,Sunflowers,harmful,Compete heavily for nutrients and may release growth inhibitors
1725,monte-gusto,bean,Marigolds,beneficial,"Repel aphids, whiteflies, and nematodes while attracting beneficial insects"
1725,monte-gusto,bean,Basil,beneficial,"Deters aphids and spider mites, may enhance bean flavor"
1725,monte-gusto,bean,Carrots,beneficial,Help loosen soil for bean roots and don't compete for nutrients
1725,monte-gusto,bean,Radishes,beneficial,Break up compacted soil and deter cucumber beetles
1725,monte-gusto,bean,Nasturtiums,beneficial,Act as trap crops for aphids and cucumber beetles
1725,monte-gusto,bean,Summer Savory,beneficial,Improves bean growth and flavor while repelling bean beetles
1725,monte-gusto,bean,Corn,beneficial,Provides natural support structure for climbing beans
1725,monte-gusto,bean,Lettuce,beneficial,Benefits from bean shade and nitrogen fixation
1725,monte-gusto,bean,Onions,harmful,Can inhibit bean growth and nitrogen fixation
1726,carminat,bean,Carrots,beneficial,"Beans fix nitrogen in soil which carrots need, while carrots don't compete for the same nutrients"
1726,carminat,bean,Marigolds,beneficial,"Repel Mexican bean beetles, aphids, and other bean pests with their strong scent"
1726,carminat,bean,Corn,beneficial,Provides natural support structure for climbing beans while beans fix nitrogen for corn
1726,carminat,bean,Nasturtiums,beneficial,"Act as trap crop for aphids and cucumber beetles, protecting beans from pest damage"
1726,carminat,bean,Radishes,beneficial,Break up soil for bean roots and mature quickly without competing for space
1726,carminat,bean,Summer Squash,beneficial,Large leaves provide ground cover and moisture retention while beans add nitrogen to soil
